cluster,predicted_category,model_score,model_std
NODE_10741_length_11445_cov_3.317296_7,unknown,0.86999696,0.0749344602227211
NODE_10741_length_11445_cov_3.317296_8,unknown,0.99604857,5.960464477539063e-08
NODE_10741_length_11445_cov_3.317296_9,other,0.9070678,0.06037899851799011
NODE_1078_length_41816_cov_22.805297_11,connector,0.96695316,0.018955117091536522
NODE_1078_length_41816_cov_22.805297_19,unknown,0.42683694,0.1520768404006958
NODE_1078_length_41816_cov_22.805297_20,other,0.9799782,0.02571142092347145
NODE_1078_length_41816_cov_22.805297_21,unknown,0.4636581,0.09431952238082886
NODE_1078_length_41816_cov_22.805297_29,unknown,0.9971938,0.0004871030687354505
NODE_1078_length_41816_cov_22.805297_31,unknown,0.7590583,0.015147569589316845
NODE_1078_length_41816_cov_22.805297_5,tail,0.9980109,0.0005452012992464006
NODE_107987_length_1796_cov_2.393452_1,unknown,0.90117365,
NODE_1081_length_47363_cov_3.865816_1,unknown,0.99096304,
NODE_1081_length_47363_cov_3.865816_13,unknown,0.45890546,
NODE_1081_length_47363_cov_3.865816_14,"moron, auxiliary metabolic gene and host takeover",0.918409,
NODE_1081_length_47363_cov_3.865816_15,tail,0.6528643,0.12822747230529785
NODE_1081_length_47363_cov_3.865816_2,unknown,0.8946551,
NODE_1081_length_47363_cov_3.865816_20,unknown,0.7230244,
NODE_1081_length_47363_cov_3.865816_22,"moron, auxiliary metabolic gene and host takeover",0.99565333,0.0023966922890394926
NODE_1081_length_47363_cov_3.865816_25,"DNA, RNA and nucleotide metabolism",0.5732844,0.2601427733898163
NODE_1081_length_47363_cov_3.865816_27,tail,0.7343974,
NODE_1081_length_47363_cov_3.865816_3,unknown,0.8986466,
NODE_1081_length_47363_cov_3.865816_38,unknown,0.6911503,0.1525157243013382
NODE_1081_length_47363_cov_3.865816_4,unknown,0.9282766,
NODE_1081_length_47363_cov_3.865816_43,unknown,0.8645853,0.06459008902311325
NODE_1081_length_47363_cov_3.865816_45,unknown,0.9937568,
NODE_1081_length_47363_cov_3.865816_46,unknown,0.9999134,5.4776668548583984e-05
NODE_1081_length_47363_cov_3.865816_48,unknown,0.9068726,0.0771089419722557
NODE_1081_length_47363_cov_3.865816_5,head and packaging,0.68742335,
NODE_1082_length_18881_cov_5.341815_10,"moron, auxiliary metabolic gene and host takeover",0.6599298,
NODE_1082_length_18881_cov_5.341815_11,unknown,0.7690925,
NODE_1082_length_18881_cov_5.341815_13,unknown,0.476943,0.30259475111961365
NODE_1082_length_18881_cov_5.341815_14,tail,0.75121033,0.12923844158649445
NODE_1082_length_18881_cov_5.341815_15,unknown,0.5351332,0.1540602445602417
NODE_1082_length_18881_cov_5.341815_17,unknown,0.94924825,0.043381888419389725
NODE_1082_length_18881_cov_5.341815_18,unknown,0.77128035,0.1605857014656067
NODE_1082_length_18881_cov_5.341815_19,unknown,0.9168543,
NODE_1082_length_18881_cov_5.341815_20,unknown,0.98686635,
NODE_1082_length_18881_cov_5.341815_4,head and packaging,0.50858456,0.3191138505935669
NODE_1082_length_18881_cov_5.341815_8,tail,0.9503967,
NODE_1082_length_18881_cov_5.341815_9,unknown,0.9519148,
NODE_10830_length_10820_cov_3.563028_1,unknown,0.62286675,
NODE_10830_length_10820_cov_3.563028_10,unknown,0.9765686,
NODE_10830_length_10820_cov_3.563028_4,unknown,0.73952174,0.09424746781587601
NODE_10830_length_10820_cov_3.563028_6,unknown,0.85231245,
NODE_10830_length_10820_cov_3.563028_7,unknown,0.9959461,
NODE_10830_length_10820_cov_3.563028_8,unknown,0.9700715,
NODE_10830_length_10820_cov_3.563028_9,lysis,0.79938364,
NODE_10847_length_3657_cov_2.850639_2,unknown,0.63935745,0.28957659006118774
NODE_1087_length_17562_cov_3.694237_1,head and packaging,0.5921218,
NODE_1087_length_17562_cov_3.694237_10,unknown,0.7133849,0.1912800669670105
NODE_1087_length_17562_cov_3.694237_2,head and packaging,0.97054344,
NODE_1087_length_17562_cov_3.694237_3,unknown,0.97006255,0.0
NODE_1087_length_17562_cov_3.694237_5,unknown,0.9333038,0.008212625980377197
NODE_1087_length_17562_cov_3.694237_7,tail,0.87479067,0.04300299659371376
NODE_10886_length_6189_cov_5.715357_1,unknown,0.9404178,
NODE_10919_length_4324_cov_1.717498_4,unknown,0.8423404,
NODE_109_length_44772_cov_13.947984_1,head and packaging,0.6805314,0.11116167157888412
NODE_109_length_44772_cov_13.947984_13,unknown,0.9925137,0.0
NODE_109_length_44772_cov_13.947984_16,"DNA, RNA and nucleotide metabolism",0.34173137,5.990266799926758e-06
NODE_109_length_44772_cov_13.947984_17,unknown,0.99376774,0.0
NODE_109_length_44772_cov_13.947984_18,unknown,0.985298,0.0037600842770189047
NODE_109_length_44772_cov_13.947984_19,unknown,0.8860173,0.13686829805374146
NODE_109_length_44772_cov_13.947984_2,unknown,0.895072,0.027566220611333847
NODE_109_length_44772_cov_13.947984_20,unknown,0.968352,0.004194342065602541
NODE_109_length_44772_cov_13.947984_23,unknown,0.926017,2.980232238769531e-07
NODE_109_length_44772_cov_13.947984_24,unknown,0.53719634,2.980232238769531e-07
NODE_109_length_44772_cov_13.947984_25,unknown,0.9069751,0.04202292487025261
NODE_109_length_44772_cov_13.947984_27,unknown,0.46804774,2.8014183044433594e-06
NODE_109_length_44772_cov_13.947984_28,unknown,0.9787465,0.0
NODE_109_length_44772_cov_13.947984_29,unknown,0.7866229,5.960464477539063e-08
NODE_109_length_44772_cov_13.947984_30,unknown,0.95596194,0.015878379344940186
NODE_109_length_44772_cov_13.947984_31,unknown,0.9909858,5.960464477539063e-08
NODE_109_length_44772_cov_13.947984_32,unknown,0.6898244,1.430511474609375e-06
NODE_109_length_44772_cov_13.947984_35,unknown,0.9582413,0.013919895514845848
NODE_109_length_44772_cov_13.947984_36,unknown,0.9712578,1.1920928955078125e-07
NODE_109_length_44772_cov_13.947984_38,unknown,0.9862294,0.0028338474221527576
NODE_109_length_44772_cov_13.947984_39,unknown,0.9909881,
NODE_109_length_44772_cov_13.947984_40,unknown,0.998575,
NODE_109_length_44772_cov_13.947984_42,unknown,0.977446,
NODE_109_length_44772_cov_13.947984_44,other,0.9777426,
NODE_109_length_44772_cov_13.947984_45,"DNA, RNA and nucleotide metabolism",0.91219884,
NODE_109_length_44772_cov_13.947984_46,unknown,0.9970487,
NODE_109_length_44772_cov_13.947984_48,unknown,0.4015718,
NODE_109_length_44772_cov_13.947984_49,"DNA, RNA and nucleotide metabolism",0.99994004,2.396106719970703e-05
NODE_109_length_44772_cov_13.947984_5,head and packaging,0.83270127,0.10757698118686676
NODE_109_length_44772_cov_13.947984_52,unknown,0.8979742,
NODE_109_length_44772_cov_13.947984_53,unknown,0.9969664,
NODE_109_length_44772_cov_13.947984_54,"DNA, RNA and nucleotide metabolism",0.58206505,
NODE_109_length_44772_cov_13.947984_55,"moron, auxiliary metabolic gene and host takeover",0.9897382,0.0020273327827453613
NODE_109_length_44772_cov_13.947984_56,unknown,0.9695566,
NODE_109_length_44772_cov_13.947984_57,unknown,0.999783,
NODE_109_length_44772_cov_13.947984_58,unknown,0.966042,
NODE_109_length_44772_cov_13.947984_59,unknown,0.81733716,0.04411947727203369
NODE_109_length_44772_cov_13.947984_61,unknown,0.4256657,0.022615980356931686
NODE_109_length_44772_cov_13.947984_62,unknown,0.070360534,
NODE_109_length_44772_cov_13.947984_64,unknown,0.9988662,
NODE_109_length_44772_cov_13.947984_65,unknown,0.9973794,
NODE_109_length_44772_cov_13.947984_68,unknown,0.97563803,
NODE_109_length_44772_cov_13.947984_69,unknown,0.995769,
NODE_109_length_47979_cov_10.894562_1,unknown,0.9930092,0.0
NODE_109_length_47979_cov_10.894562_10,unknown,0.9896951,0.0
NODE_109_length_47979_cov_10.894562_11,unknown,0.8437045,0.19770674407482147
NODE_109_length_47979_cov_10.894562_12,unknown,0.9897787,0.0
NODE_109_length_47979_cov_10.894562_13,unknown,0.9887552,0.0
NODE_109_length_47979_cov_10.894562_14,unknown,0.8887868,0.0
NODE_109_length_47979_cov_10.894562_16,unknown,0.76626563,0.0
NODE_109_length_47979_cov_10.894562_17,unknown,0.98397446,0.0045869541354477406
NODE_109_length_47979_cov_10.894562_18,"DNA, RNA and nucleotide metabolism",0.26412416,0.13798081874847412
NODE_109_length_47979_cov_10.894562_23,"DNA, RNA and nucleotide metabolism",0.99328864,0.0050140987150371075
NODE_109_length_47979_cov_10.894562_26,tail,0.9984826,0.0005303813959471881
NODE_109_length_47979_cov_10.894562_3,unknown,0.744001,0.06267964094877243
NODE_109_length_47979_cov_10.894562_30,unknown,0.99581695,0.0009791612392291427
NODE_109_length_47979_cov_10.894562_32,unknown,0.9950908,0.0
NODE_109_length_47979_cov_10.894562_34,unknown,0.6028889,0.1362985372543335
NODE_109_length_47979_cov_10.894562_36,unknown,0.98420393,0.0025601121596992016
NODE_109_length_47979_cov_10.894562_37,unknown,0.91012055,0.04560689628124237
NODE_109_length_47979_cov_10.894562_38,tail,0.9361478,0.0073750317096710205
NODE_109_length_47979_cov_10.894562_39,unknown,0.93039596,0.00397452712059021
NODE_109_length_47979_cov_10.894562_4,unknown,0.97441655,0.013533774763345718
NODE_109_length_47979_cov_10.894562_40,unknown,0.49068344,0.19907087087631226
NODE_109_length_47979_cov_10.894562_41,unknown,0.91687983,0.0
NODE_109_length_47979_cov_10.894562_42,unknown,0.9952076,0.0
NODE_109_length_47979_cov_10.894562_43,unknown,0.6517646,0.06794937700033188
NODE_109_length_47979_cov_10.894562_44,unknown,0.38939476,0.0
NODE_109_length_47979_cov_10.894562_45,unknown,0.84619784,0.0
NODE_109_length_47979_cov_10.894562_46,unknown,0.9135278,0.041273005306720734
NODE_109_length_47979_cov_10.894562_48,head and packaging,0.5265261,0.0
NODE_109_length_47979_cov_10.894562_5,unknown,0.99637836,0.0
NODE_109_length_47979_cov_10.894562_50,unknown,0.9879099,0.005732685327529907
NODE_109_length_47979_cov_10.894562_52,unknown,0.7441512,0.09161131829023361
NODE_109_length_47979_cov_10.894562_6,unknown,0.9993086,0.0
NODE_109_length_47979_cov_10.894562_7,unknown,0.9514335,0.0
NODE_109_length_47979_cov_10.894562_9,"DNA, RNA and nucleotide metabolism",0.35875252,0.10584541410207748
NODE_109_length_74853_cov_8.300409_2,"DNA, RNA and nucleotide metabolism",0.71138895,
NODE_109_length_74853_cov_8.300409_25,head and packaging,0.9982483,0.0027715975884348154
NODE_109_length_74853_cov_8.300409_3,unknown,0.97251916,0.021770983934402466
NODE_109_length_74853_cov_8.300409_30,tail,0.9525679,
NODE_109_length_74853_cov_8.300409_31,unknown,0.715283,0.2739073634147644
NODE_109_length_74853_cov_8.300409_33,"moron, auxiliary metabolic gene and host takeover",0.74854624,0.1519794762134552
NODE_109_length_74853_cov_8.300409_34,other,0.98565197,0.016295701265335083
NODE_109_length_74853_cov_8.300409_35,unknown,0.5635996,0.13134685158729553
NODE_109_length_74853_cov_8.300409_36,unknown,0.84610415,0.07813142985105515
NODE_109_length_74853_cov_8.300409_4,unknown,0.97438025,0.016201641410589218
NODE_109_length_74853_cov_8.300409_40,unknown,0.6084908,0.11041624844074249
NODE_109_length_74853_cov_8.300409_45,unknown,0.18398029,
NODE_109_length_74853_cov_8.300409_51,tail,0.9255751,
NODE_109_length_74853_cov_8.300409_52,tail,0.82172143,
NODE_109_length_74853_cov_8.300409_53,tail,0.5771338,
NODE_109_length_74853_cov_8.300409_54,tail,0.7846066,
NODE_109_length_74853_cov_8.300409_55,unknown,0.35835508,
NODE_109_length_74853_cov_8.300409_56,tail,0.58778083,
NODE_109_length_74853_cov_8.300409_57,unknown,0.9704987,
NODE_109_length_74853_cov_8.300409_63,"DNA, RNA and nucleotide metabolism",0.7122793,0.27310115098953247
NODE_109_length_74853_cov_8.300409_64,unknown,0.9347071,
NODE_109_length_74853_cov_8.300409_9,unknown,0.9745387,0.025508549064397812
NODE_10_length_137292_cov_79.022450_102,tail,0.99954677,0.0
NODE_10_length_137292_cov_79.022450_105,unknown,0.76181686,7.456538924088818e-07
NODE_10_length_137292_cov_79.022450_106,unknown,0.6920905,0.0688280537724495
NODE_10_length_137292_cov_79.022450_107,head and packaging,0.71346515,0.08614962548017502
NODE_10_length_137292_cov_79.022450_11,unknown,0.97801983,0.00989106297492981
NODE_10_length_137292_cov_79.022450_111,unknown,0.97809017,0.0
NODE_10_length_137292_cov_79.022450_112,unknown,0.9826982,5.960464477539063e-08
NODE_10_length_137292_cov_79.022450_113,unknown,0.90945554,4.480271513784828e-07
NODE_10_length_137292_cov_79.022450_114,lysis,0.9973211,0.0018784150015562773
NODE_10_length_137292_cov_79.022450_117,"moron, auxiliary metabolic gene and host takeover",0.9557911,3.291773964519962e-07
NODE_10_length_137292_cov_79.022450_119,unknown,0.9947717,5.960464477539063e-08
NODE_10_length_137292_cov_79.022450_120,"moron, auxiliary metabolic gene and host takeover",0.9075012,3.8857473327880143e-07
NODE_10_length_137292_cov_79.022450_124,unknown,0.96625423,5.960464477539063e-08
NODE_10_length_137292_cov_79.022450_125,"DNA, RNA and nucleotide metabolism",0.9991334,0.0007738228305242956
NODE_10_length_137292_cov_79.022450_126,unknown,0.75363976,0.10653327405452728
NODE_10_length_137292_cov_79.022450_127,lysis,0.94852275,0.013803767040371895
NODE_10_length_137292_cov_79.022450_128,unknown,0.9999027,0.0
NODE_10_length_137292_cov_79.022450_129,unknown,0.9980722,0.0
NODE_10_length_137292_cov_79.022450_134,unknown,0.98651904,0.006064987275749445
NODE_10_length_137292_cov_79.022450_137,unknown,0.9903656,0.002647050190716982
NODE_10_length_137292_cov_79.022450_138,unknown,0.7688627,0.0892094299197197
NODE_10_length_137292_cov_79.022450_140,unknown,0.034501944,0.024389928206801414
NODE_10_length_137292_cov_79.022450_142,unknown,0.98979306,0.0016583660617470741
NODE_10_length_137292_cov_79.022450_143,other,0.71349204,0.36970284581184387
NODE_10_length_137292_cov_79.022450_144,unknown,0.6748124,0.02165835164487362
NODE_10_length_137292_cov_79.022450_146,other,0.99991775,8.83956890902482e-05
NODE_10_length_137292_cov_79.022450_147,unknown,0.99464625,0.0014034900814294815
NODE_10_length_137292_cov_79.022450_149,unknown,0.99506646,0.0
NODE_10_length_137292_cov_79.022450_150,lysis,0.6434921,1.222258561028866e-06
NODE_10_length_137292_cov_79.022450_151,unknown,0.9978414,0.001128797302953899
NODE_10_length_137292_cov_79.022450_152,unknown,0.9917828,0.0
NODE_10_length_137292_cov_79.022450_153,unknown,0.9290183,0.03368673846125603
NODE_10_length_137292_cov_79.022450_154,unknown,0.9843847,5.960464477539063e-08
NODE_10_length_137292_cov_79.022450_158,unknown,0.92863387,0.05608253553509712
NODE_10_length_137292_cov_79.022450_161,unknown,0.92601246,0.0147559130564332
NODE_10_length_137292_cov_79.022450_163,unknown,0.9996271,0.0
NODE_10_length_137292_cov_79.022450_165,"moron, auxiliary metabolic gene and host takeover",0.7405024,0.016768882051110268
NODE_10_length_137292_cov_79.022450_166,unknown,0.82530975,1.222258561028866e-06
NODE_10_length_137292_cov_79.022450_167,unknown,0.9529517,9.290589514421299e-05
NODE_10_length_137292_cov_79.022450_170,unknown,0.9790085,0.0010935983154922724
NODE_10_length_137292_cov_79.022450_171,unknown,0.6440134,6.26557948635309e-07
NODE_10_length_137292_cov_79.022450_172,unknown,0.8059032,4.480271513784828e-07
NODE_10_length_137292_cov_79.022450_31,tail,0.9959789,0.0007790423114784062
NODE_10_length_137292_cov_79.022450_32,tail,0.74929684,7.152557373046875e-07
NODE_10_length_137292_cov_79.022450_34,tail,0.8948082,9.839280892265378e-07
NODE_10_length_137292_cov_79.022450_35,tail,0.52701694,1.7881393432617188e-07
NODE_10_length_137292_cov_79.022450_38,other,0.95914876,2.6987152068613796e-07
NODE_10_length_137292_cov_79.022450_4,unknown,0.97149223,0.009739307686686516
NODE_10_length_137292_cov_79.022450_42,unknown,0.960845,0.06241833418607712
NODE_10_length_137292_cov_79.022450_44,"DNA, RNA and nucleotide metabolism",0.7586444,0.03912484273314476
NODE_10_length_137292_cov_79.022450_47,unknown,0.7567627,0.05451270937919617
NODE_10_length_137292_cov_79.022450_5,unknown,0.9975634,0.001343441428616643
NODE_10_length_137292_cov_79.022450_51,"moron, auxiliary metabolic gene and host takeover",0.9098621,0.08793570846319199
NODE_10_length_137292_cov_79.022450_53,unknown,0.48180354,0.24267375469207764
NODE_10_length_137292_cov_79.022450_54,"moron, auxiliary metabolic gene and host takeover",0.98724794,1.7881393432617188e-07
NODE_10_length_137292_cov_79.022450_59,"moron, auxiliary metabolic gene and host takeover",0.8353461,0.14565427601337433
NODE_10_length_137292_cov_79.022450_6,"DNA, RNA and nucleotide metabolism",0.687218,0.11562191694974899
NODE_10_length_137292_cov_79.022450_60,other,0.6998073,8.940696716308594e-07
NODE_10_length_137292_cov_79.022450_61,unknown,0.9260614,2.384185791015625e-07
NODE_10_length_137292_cov_79.022450_65,transcription regulation,0.9984269,0.0015630689449608326
NODE_10_length_137292_cov_79.022450_69,unknown,0.99096334,0.007808429654687643
NODE_10_length_137292_cov_79.022450_7,unknown,0.96905535,0.012643159367144108
NODE_10_length_137292_cov_79.022450_77,"moron, auxiliary metabolic gene and host takeover",0.85370964,1.7881393432617188e-07
NODE_10_length_137292_cov_79.022450_78,other,0.97710896,5.960464477539063e-08
NODE_10_length_137292_cov_79.022450_80,unknown,0.9948076,0.0038849501870572567
NODE_10_length_137292_cov_79.022450_82,"DNA, RNA and nucleotide metabolism",0.32499462,0.29876047372817993
NODE_10_length_137292_cov_79.022450_84,unknown,0.95656264,0.009017354808747768
NODE_10_length_137292_cov_79.022450_86,unknown,0.94885933,2.6987152068613796e-07
NODE_10_length_137292_cov_79.022450_89,unknown,0.45120493,0.11253370344638824
NODE_10_length_137292_cov_79.022450_90,unknown,0.9109961,0.03801441937685013
NODE_10_length_137292_cov_79.022450_91,other,0.984755,0.033615417778491974
NODE_10_length_137292_cov_79.022450_92,unknown,0.9948229,0.0003929734230041504
NODE_10_length_137292_cov_79.022450_96,unknown,0.93062305,1.519626238177807e-07
NODE_10_length_137292_cov_79.022450_97,unknown,0.99994856,1.9490718841552734e-05
NODE_10_length_137292_cov_79.022450_98,other,0.983988,0.004066326189786196
NODE_10_length_61738_cov_5.213252_1,unknown,0.99605525,
NODE_10_length_61738_cov_5.213252_12,unknown,0.96443796,
NODE_10_length_61738_cov_5.213252_14,unknown,0.9994306,5.710124969482422e-05
NODE_10_length_61738_cov_5.213252_15,unknown,0.9917353,0.0030222535133361816
NODE_10_length_61738_cov_5.213252_17,"moron, auxiliary metabolic gene and host takeover",0.85562867,
NODE_10_length_61738_cov_5.213252_19,unknown,0.9908086,0.000705033540725708
NODE_10_length_61738_cov_5.213252_2,unknown,0.9999398,0.0
NODE_10_length_61738_cov_5.213252_21,unknown,0.96897066,0.011081567965447903
NODE_10_length_61738_cov_5.213252_25,unknown,0.8489266,0.030024131760001183
NODE_10_length_61738_cov_5.213252_27,"DNA, RNA and nucleotide metabolism",0.9953744,0.0005927639431320131
NODE_10_length_61738_cov_5.213252_3,unknown,0.73531485,0.005308389663696289
NODE_10_length_61738_cov_5.213252_30,unknown,0.60172224,
NODE_10_length_61738_cov_5.213252_31,tail,0.5121285,0.43213048577308655
NODE_10_length_61738_cov_5.213252_32,tail,0.830879,
NODE_10_length_61738_cov_5.213252_37,tail,0.94521374,0.0064580729231238365
NODE_10_length_61738_cov_5.213252_38,unknown,0.93954253,0.014795828610658646
